Raw,CD-RE,Polarity
"Actor Lee Kwang Soo will be leaving â€˜Running Manâ€™, after 11 years on the popular South Korean variety show. 

Accorâ€¦ https://t.co/l6QIJVFyFc",pelakon lee kwang soo meninggalkan lelaki berlari 11 tahun acara variety show korean selatan popular,-1
"Neelofa dikompaun RM20,000, suami dan 20 ahli keluarga turut terima hukuman https://t.co/PrDaYSidxH https://t.co/QsZOrQsqAc",neelofa dikompaun rm20 000 suami 20 ahli keluarga terima hukuman,-1
"Sila ikut garis panduan kompaun PKP - Takiyuddin Hassan

https://t.co/itpCc6vISh",ikut garis panduan kompaun pkp takiyuddin hassan sila,0
"Bagaimanapun pihaknya jangka jumlah itu akan meningkat kepada 50 peratus dalam tempoh 2 bulan ini.

Ujar Khairy lagâ€¦ https://t.co/CnSfY7bmCT",Walau pihaknya meningkat 50 peratus tempoh 2 bulan kata khairy lag,-1
"Pendaftaran Program Imunisasi COVID-19 Kebangsaan masih rendah dan belum mencapai sasaran.

Menurut Menteri Penyelaâ€¦ https://t.co/L2Rf4gFhg1",pendaftaran program imunisasi covid 19 rendah mencapai sasaran menteri penyela,-1
"Menteri Kanan (Keselamatan), Datuk Seri Ismail Sabri Yaakob bakal mengumumkan hari ini kategori PKP sempena perayaaâ€¦ https://t.co/UBlueOdb88",menteri keselamatan datuk seri ismail sabri yaakob mengumumkan bakal hari kategori pkp perayaa sempena,0
"Ia bergantung kepada data ujian klinikal yang akan diterima daripada syarikat farmaseutikal antarabangsa, Pfizer.",bergantung data ujian klinikal diterima syarikat pfizer antarabangsa,0
"Kerajaan sedia mempertimbangkan pemberian vaksin COVID-19 kepada penerima berusia bawah 18 tahun.

Kumpulan umur yaâ€¦ https://t.co/wm2C7gTrpk",kerajaan sedia mempertimbangkan pemberian vaksin covid 19 penerima berusia 18 tahun kumpulan umur ya,0
Saingan Piala AFC melibatkan @kda_fc dan @FCTerengganu dipinda oleh AFC https://t.co/qk7ut0d2zT https://t.co/Nyq9V7oO0w,saingan piala afc melibatkan dipinda afc,0
Leicester beat Crystal Palace 2-1 to move closer to Champions League qualification  https://t.co/GZttURVmUS https://t.co/YS6j7wiv9P,leicester beat crystal palace 2 1 to move closer to champions league qualification,1
Kementerian Pendidikan tidak akan hukum murid atau pelajar yang tidak hadir ke sekolah kerana kekhuatiran ibu bapaâ€¦ https://t.co/rsS9W9Epeo,Pendidikan kementerian tidak hukum murid pelajar tidak hadir sekolah kekhuatiran bapa ibu,1
Operasi persekolahan sekolah rendah dan menengah di seluruh negara akan ditutup selepas cuti Hari Raya Aidilfitri bâ€¦ https://t.co/Nk1bQ4xXN9,operasi persekolahan sekolah rendah menengah negara ditutup cuti raya aidilfitri b,0
"- PKPD dikuatkuasakan di kawasan pembinaan Empangan Hidroelektrik Baleh di Kapit, Sarawak mulai esok hingga 6 Mei.",pkpd dikuatkuasakan pembinaan kawasan empangan hidroelektrik baleh kapit sarawak mulai esok 6 mei,0
"- PKPD Pusat Komuniti Bersepadu Pulau Serai di Pekan Pahang, ditamatkan esok, lebih awal daripada yang dijadualkan.â€¦ https://t.co/GMPSr1Rg8a",pkpd pusat komuniti bersepadu pulau serai pekan pahang ditamatkan esok awal dijadualkan,1
"- PKPD Pasar dan Perumahan Sim Sim serta Kampung Sungai Obar Batu 7 di Sandakan, Sabah ditamatkan esok.

- PKPD Kamâ€¦ https://t.co/nfFmamHGxR",pkpd pasar perumahan sim sim kampung sungai obar batu 7 sandakan sabah ditamatkan esok pkpd kam,1
- Kerajaan sekat sementara penerbangan keluar/masuk dari India bagi mencegah penuaran varian baru COVID-19 dari negâ€¦ https://t.co/3WcR6PaV2N,kerajaan sekat keluar masuk india mencegah penuaran varian baru covid 19 neg,0
"Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan PKP.

- PDRM menahâ€¦ https://t.co/6ZvGVmSBjd",kenyataan media menteri kanan datuk seri ismail sabri yaakob berhubung pelaksanaan pkp pdrm menah,0
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/2IR2Zzh01Q https://t.co/1QkU5LbW7K",berikut rangkuman cepat cerita teratas mulai petang,0
"Malaysia reported 2,776 new #COVID19 cases today.

Selangor had the most cases (762), followed by Sarawak (615), Keâ€¦ https://t.co/gnP5UOlU13",malaysia melaporkan 2 776 kes baru hari selangor mempunyai kes terbanyak 762 diikuti sarawak 615,-1
"Anthony Hopkins won Best Actor Oscar for ""The Father.""",anthony hopkins memenangi oscar pelakon terbaik untuk ayah,1
Frances McDormand won best actress for 'Nomadland',frances mcdormand memenangi pelakon terbaik untuk nomadland,1
Nomadland has also won Best Picture,nomadland memenangi gambar terbaik,1
"Here are the results from the 2021 #Oscars 

- Best Director: ChloÃ© Zhao for Nomadland
- Best Supporting Actress: Yâ€¦ https://t.co/4151F7ByoS",berikut keputusan pengarah terbaik 2021 chloe zhao untuk nomadland pelakon penyokong terbaik y,1
"Menurut laporan terkini, kapal selam itu ditemui pecah 3 bahagian di dasar laut Bali dan semua 53 kru disahkan meniâ€¦ https://t.co/Rfudq9xyPt",Laporan laporan terkini kapal selam ditemui 3 bahagian dasar laut bali 53 kru disahkan meni,-1
Yang di-Pertuan Agong dan Raja Permaisuri Agong berdukacita dan menzahirkan ucapan takziah kepada Indonesia susulanâ€¦ https://t.co/caoLqe3jO3,pertuan agong raja permaisuri agong berdukacita ucapan takziah indonesia,-1
Ia merupakan projek perintis pembelajaran digital tanggungjawab sosial korporat yang diumumkan dalam Belanjawan 2021.,projek perintis pembelajaran tanggungjawab digital sosial korporat diumumkan belanjawan 2021,0
"50,000 murid sekolah bakal terima peranti pintar akhir bulan depan di bawah inisiatif Cerdik.

Sejumlah 100,000 lagâ€¦ https://t.co/6xrCdxEu6d",50 000 murid sekolah bakal menerima peranti pintar akhir bulan bawah inisiatif cerdik sejumlah 100 000 lag,0
Kelonggaran untuk pekerja Malaysia di Singapura yang telah dapat suntikan vaksin #COVID19 untuk pulang sambut Aidilâ€¦ https://t.co/jp3UQH8y0P,kelonggaran untuk pekerja malaysia singapura suntikan vaksin untuk pulang sambut aidil,1
"Kempen daftar vaksin #COVID19 diperluaskan kepada komuniti Kawasan Rukun Tetangga, Ramadan ini

https://t.co/OiWtquEu5g",kempen daftar vaksin diperluaskan komuniti kawasan rukun tetangga ramaini,0
Perbincangan mengenai perkara itu antara kedua-dua negara dijangka dilakukan dalam masa terdekat.,perbincangan mengenai perkara dua negara dijangka dilakukan masa terdekat,0
Kerajaan sedang meneliti kemungkinan memberi kelonggaran kepada pekerja Malaysia di Singapura untuk pulang sambut Aâ€¦ https://t.co/SA1rVQZZ55,kerajaan meneliti kemungkinan kelonggaran pekerja malaysia singapura untuk pulang sambut a,1
"#FootballRoundup Man City beat Spurs 1-nil to win the League Cup, while Man United dropped points in the EPL titleâ€¦ https://t.co/tvnjDZCpSq",man city beat spurs 1 nil to win the league cup while man united dropped points in the epl title,1
(2)Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan PKP - (25 Aprilâ€¦ https://t.co/xcDXyu2m3q,2 kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan pkp 25 april,0
(1)Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan PKP - (25 Aprilâ€¦ https://t.co/6Nl540g4br,1 kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan pkp 25 april,0
"2,690 new #Covid-19 cases have been reported today (April 25th). 

Selangor recorded the highest number of cases (7â€¦ https://t.co/R5OvBuMgYK",2 690 kes baharu dilaporkan hari selangor 25 April mencatat kes tertinggi 7 kes,-1
Pengembara asing yang ingin masuk ke Malaysia perlu jalani SOP ketat https://t.co/EuuwOz7Rpm https://t.co/C4TSHGwRTz,pengembara asing masuk malaysia perlu jalani sop ketat,0
Elavarasan puas hati @SarawakUnited raih 1 mata di Paroi https://t.co/8zLATTtGX3 https://t.co/WzPuWW6Y04,elavarasan puas raih 1 mata paroi,1
"EPL: Newcastle dent Liverpool's hopes of a top-four finish https://t.co/77oBqqzZ18

ðŸ“·: Reuters https://t.co/iujail5L2p",epl newcastle dent liverpool s hopes of a top four finish camera reuters,0
"Health Ministry welcomes tighter quarantine for certain overseas arrivals, amid the detection of more cases involviâ€¦ https://t.co/zxmfQhmF84",kementerian kesihatan mengalu alukan karantina ketat untuk kedatangan luar negara tengah tengah pengesanan kes involvi,-1
"- PKPD Bandar Sri Indah dan Kampung Titingan di Tawau, Sabah dilanjutkan mulai 26 April sehingga 9 Mei 2021.

- PKPâ€¦ https://t.co/iLDcGbtSJB",pkpd bandar sri indah kampung titingan tawau sabah dilanjutkan mulai 26 april 9 mei 2021 pkp,-1
- Kerajaan perkenalkan SOP khusus untuk pengembara yang baru tiba dari negara yang melaporkan penularan virus SAR-Câ€¦ https://t.co/aj3DmTK51C,kerajaan perkenalkan sop khusus untuk pengembara baru tiba negara melaporkan virus penularan c,-1
"Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan PKP.

- PDRM menahâ€¦ https://t.co/xBpPyW6UP9",kenyataan media menteri kanan datuk seri ismail sabri yaakob berhubung pelaksanaan pkp pdrm menah,0
"Everton kalahkan Arsenal 1-0 dalam aksi Liga Perdana Inggeris awal pagi tadi, kemenangan pertama di tempat lawan daâ€¦ https://t.co/n3qvH1mVfO",everton kalahkan arsenal 1 0 aksi liga perdana inggeris awal pagi kemenangan pertama tempat lawan,1
Hasrat Selangor mencatat kemenangan ketiga berturut-turut dalam Liga Super tidak kesampaian apabila diikat Sabah 2-â€¦ https://t.co/QN6rXb7PDk,hasrat selangor mencatat kemenangan berturut turut liga tidak super kesampaian diikat sabah 2 ketiga,-1
"Kedah Darul Aman pamer kebangkitan memukau untuk menewaskan KL City 3-2 dalam aksi Liga Super di Alor Setar, malamâ€¦ https://t.co/llyMyVYAcC",kedah darul aman pamer kebangkitan memukau untuk menewaskan kota kl 3 2 liga super alor setar malam,1
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/a2ecbwTT1L https://t.co/h1TlSsjpap",berikut rangkuman cepat cerita teratas mulai petang,0
"Sebanyak 2,847 kes baru positif COVID-19 dilaporkan hari ini.

Selangor tertinggi dengan 748 kes diikuti Sarawak (7â€¦ https://t.co/aOIQ0VQuiy",2 847 kes baru covid 19 hari dilaporkan tertinggi 748 kes diikuti sarawak 7,-1
"- an Enhanced MCO will be enforced at a secondary school in Banting, Selangor starting tomorrow, due to a rise in COVID-19 cases",mco dipertingkatkan dikuatkuasakan sekolah menengah melarang selangor mulai esok peningkatan 19 kes covid,-1
"Here are the highlights from Senior Minister Datuk Seri @IsmailSabri60â€˜s COVID-19 PC:

- interstate travel is stillâ€¦ https://t.co/BMUCXoNUXF",berikut sorotan menteri kanan datuk seri covid 19 pc perjalanan negeri,0
"Donâ€™t worry about missing your #Covid-19 vaccination. 

Notifications will be sent to remind you about your appointâ€¦ https://t.co/vQeBidbsnT",bimbang kehilangan pemberitahuan vaksinasi dihantar untuk mengingatkan mengenai janji temu,1
"Fasiliti hospital &amp; PKRC di Kelantan Sudah Penuh

https://t.co/vCBdBrrKVD",fasiliti hospital amp pkrc kelantan penuh,-1
"Kes harian #COVID19 mencecah 3,000

https://t.co/Z603QOOD4H",kes harian mencecah 3 000,0
Semalam Kelantan mencatatkan 662 kes positif COVID-19 yang juga tertinggi di negara ini.,semalam kelantan mencatatkan 662 kes positif covid 19 tertinggi negara,-1
"Ia berikutan lonjakan kes di Kelantan yang menyebabkan fasiliti hospital dan PKRC di negeri itu penuh.

Keadaan ituâ€¦ https://t.co/kZxkfcVfFX",berikutan kes lonjakan kelantan menyebabkan hospital fasiliti pkrc negeri penuh keadaan,-1
"Sebuah sekolah berasrama di Kota Bharu akan dijadikan Pusat Kuarantin Risiko Rendah COVID-19 (PKRC).

Pusat itu hanâ€¦ https://t.co/Z9Y5Alf3wt",Sebuah sekolah berasrama penuh bharu dijadikan pusat kuarantin risiko rendah covid 19 pkrc pusat han,0
Skuad Harimau Malaya tetap bawa pemain tidak divaksin untuk aksi kelayakan Piala Dunia 2022 di UAEâ€¦ https://t.co/L2TwijTqGa,skuad harimau malaya tetap bawa pemain tidak divn aksiaksi untuk kelayakan piala dunia 2022 uae,0
"EPL: Leicester City close in on a top-four finish https://t.co/ABRNLFfKDs

ðŸ“·: AFP https://t.co/LzCCnttUNR",bandar leicester epl ditutup kamera penamat empat teratas,1
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/Xg6yoRoINj https://t.co/XfpwdIlMYf",berikut rangkuman cepat cerita teratas mulai petang,0
Kerajaan setuju melanjutkan tempoh pegangan pajakan tapak SMK Convent Bukit Nanas yang akan tamat pada 6 Septemberâ€¦ https://t.co/Ky1HnvTYt1,kerajaan setuju kenaikan tempoh pegangan pajakan tapak smk convent bukit nanas tamat 6 september,0
https://t.co/8B1flKatka,,0
"Highlights from Senior Minister (Security) Datuk Seri Ismail Sabri Yaakob's #COVID19 press release:

- the Enhancedâ€¦ https://t.co/xrCD91P3F5",sorotan menteri keselamatan kanan datuk seri ismail sabri yaakob s siaran akhbar dipertingkatkan,0
"2,875 new #COVID19 cases were reported today

The states with the highest number of infections are:
Kelantan - 662â€¦ https://t.co/GbQ8ZkSKf5",2 875 kes baru dilaporkan hari negeri jumlah jangkitan tertinggi kelantan 662,-1
"Kerajaan umum Bantuan Khas Kewangan Aidilfitri RM500 kepada penjawat awam gred 56 dan ke bawah, RM250 kepada pesaraâ€¦ https://t.co/rTmNV5tRAX",kerajaan umum bantuan khas kewangan bawah aidilfitri rm500 penjawat awam gred 56 rm250 pesara,1
"Covid-19 cases are rising across Malaysia!

The Malaysian Public Health Physicians' Association tells us whether thâ€¦ https://t.co/xi5MUoJuve",covid 19 kes meningkat malaysia persatuan doktor kesihatan awam malaysia memberitahu ada,-1
"Malaysia belum masuk gelombang ke-4 #COVID19 - Pakar 

https://t.co/FmPDaSjhom",malaysia masuk gelombang untuk pakar,0
"Semalam Kelantan mencatatkan 370 kes baru COVID-19.

Negeri itu berada di kedudukan ketiga tertinggi kes harian semâ€¦ https://t.co/GB1XrJGm7y",semalam kelantan mencatatkan 370 kes baru covid 19 negeri berada ketiga tertinggi kes sem harian,-1
"3 lagi jajahan di Kelantan dikenakan PKP iaitu Jeli, Kuala Krai dan Gua Musang. 

Ia bermula hari ini dan tamat serâ€¦ https://t.co/hYz54goTU4",3 jajahan kelantan pkp iaitu jeli kuala krai gua musang bermula hari tamat ser,0
Kesatuan Olahraga Malaysia tetap letak kepercayaan kepada Dwayne Miller untuk membimbing skuad pecut negaraâ€¦ https://t.co/fJ255e2uQ1,kesatuan olahraga malaysia tetap letak kepercayaan dwayne miller untuk membimbing skuad pecut negara,0
"Polis perketat kawalan di plaza tol &amp; sempadan negeri

https://t.co/SNmYcsXnAk",polis perketat kawalan plaza tol amp sempadan negeri,0
Sementara itu Jabatan Pendidikan Negeri (JPN) Pahang minta ibu bapa tidak menghantar anak yang bergejala seperti deâ€¦ https://t.co/EoHXJlzXOO,pendidikan negeri jabatan jpn pahang meminta ibu bapa tidak menghantar anak bergejala de,0
"Ujar Datuk Seri Abd Jalil Hassan, langkah itu bertujuan membendung penularan pandemik COVID-19 di sekolah di Pahangâ€¦ https://t.co/L7oP3C2WXp",ujar datuk seri abd jalil hassan langkah bertujuan membendung penularan pandemik covid 19 sekolah pahang,1
"Sekolah-sekolah di Pahang yang mencetuskan kluster COVID-19 akan dikompaun.

Menurut Ketua Polis Pahang, kompaun akâ€¦ https://t.co/2JGAYSlbPb",sekolah pahang mencetuskan kluster covid 19 dikompaun menurut ketua polis pahang kompaun,-1
Man City beat Aston Villa to edge closer to the Premier League title https://t.co/U0cLbukT5s https://t.co/pWpx311BHt,man city mengalahkan aston villa untuk mendekati gelaran liga perdana,1
"Hereâ€™s the latest update on #COVID19 red zones in Malaysia as of yesterday, April 21. https://t.co/aM0xudvkxH",kemas terkini mengenai zon merah malaysia setakat semalam 21 April,0
Inter Milan and Atletico Madrid have joined the EPL's top-6 clubs in withdrawing from the controversialâ€¦ https://t.co/OrKHOuMtSS,inter milan atletico madrid bergabung 6 kelab teratas menarik kontroversi,0
"Kluster sektor pendidikan membimbangkan, antara rangkuman berita petang ini https://t.co/IMADStrdBw https://t.co/p18dHgWL8g",kluster pendidikan sektor membimbangkan rangkuman berita petang,-1
"- An EMCO will be enforced at 3 housing areas in Lahad Datu, Sabah from tomorrow until May 5th

- The EMCO at Kg Meâ€¦ https://t.co/Y9UKRVqUJr",emco dikuatkuasakan 3 kawasan perumahan lahad datu sabah mulai esok 5 Mei emco kampung,-1
"Highlights from Senior Minister (Security) Datuk Seri Ismail Sabri Yaakob's daily #COVID19 press release:

- 230 peâ€¦ https://t.co/2ehGPULaC4",sorotan menteri keselamatan kanan datuk seri ismail sabri yaakob s siaran akhbar harian 230,0
